id,produto,marca,avaliacao,preco
2064,Tablet,LG,2.1,1001.12
2065,Headphone,Samsung,3.8,988.27
2066,Laptop,Apple,1.7,1753.52
2067,Laptop,Lenovo,1.4,1024.24
2068,Headphone,LG,2.3,1298.97
2069,Smartwatch,Samsung,3.2,931.66
2070,Tablet,Apple,4.7,1870.84
2071,Smartphone,Asus,1.2,1247.37
2072,Camera,HP,3.7,1803.91
2073,Smartwatch,Sony,2.4,1752.58
2074,Printer,Samsung,3.8,983.63
2075,Monitor,HP,4.4,1136.14
2076,Laptop,Asus,2.7,102.7
2077,Printer,Apple,4.9,522.21
2078,Smartphone,LG,3.3,1087.83
2079,Smartphone,Apple,1.4,228.71
2080,Smartwatch,Samsung,4.0,514.61
2081,Printer,HP,1.7,53.88
2082,Laptop,Asus,3.8,779.51
2083,Camera,Sony,1.2,409.92
2084,Monitor,Asus,3.3,968.85
2085,Smartphone,Lenovo,2.1,1234.06
2086,Smartphone,Apple,3.4,1769.51
2087,Smartphone,Samsung,3.0,1624.19
2088,Tablet,HP,1.4,1682.8
2089,Printer,Samsung,2.9,1847.77
2090,Printer,Asus,1.0,1641.04
2091,Smartphone,HP,1.3,1050.86
2092,Printer,Lenovo,2.0,1314.5
2093,Laptop,HP,2.4,1500.02
2094,Smartwatch,Asus,2.9,1307.19
2095,Monitor,Dell,4.8,1197.44
2096,Tablet,Asus,3.9,1427.45
2097,Tablet,HP,4.4,549.64
2098,Monitor,Lenovo,1.4,104.77
2099,Tablet,Asus,4.8,1863.44
2100,Laptop,Dell,4.1,1991.9
2101,Smartphone,Apple,4.3,899.08
2102,Tablet,Asus,1.6,1232.96
2103,Smartwatch,Sony,1.8,1365.19
2104,Headphone,Asus,4.3,341.91
2105,Printer,Asus,2.2,1722.67
2106,Laptop,Lenovo,3.5,1954.03
2107,Laptop,Lenovo,3.7,1873.07
2108,Smartphone,Asus,2.0,808.49
2109,Tablet,Lenovo,1.3,1447.17
2110,Tablet,Dell,3.9,609.04
2111,Tablet,LG,2.0,650.79
2112,Laptop,Sony,3.6,1056.7
2113,Smartwatch,Dell,3.2,1950.9
2114,Printer,Lenovo,3.5,1730.64
2115,Headphone,Sony,4.6,1410.47
2116,Laptop,Lenovo,1.8,769.78
2117,Smartwatch,Sony,2.1,324.17
2118,Headphone,Lenovo,3.4,337.64
2119,Headphone,Apple,4.4,1858.02
2120,Printer,LG,2.1,1334.1
2121,Tablet,Apple,4.8,172.72
2122,Smartphone,LG,3.4,1985.09
2123,Headphone,Dell,3.1,1170.47
2124,Tablet,Apple,4.3,828.36
2125,Smartphone,Lenovo,3.0,151.46
2126,Camera,LG,1.7,1102.7
2127,Printer,Asus,3.0,1677.48
2128,Smartphone,Dell,3.4,843.42
2129,Laptop,Lenovo,2.1,60.31
2130,Monitor,Samsung,3.0,1243.69
2131,Headphone,Apple,1.1,1307.99
2132,Headphone,Samsung,4.0,1665.88
2133,Camera,Apple,3.4,1757.85
2134,Camera,HP,1.3,1976.39
2135,Laptop,Sony,2.6,1964.54
2136,Smartwatch,Asus,4.7,1213.99
2137,Headphone,Dell,2.3,477.68
2138,Smartphone,Sony,4.6,1741.18
2139,Camera,Sony,4.2,1708.32
2140,Smartphone,HP,3.6,155.13
2141,Camera,HP,1.1,1608.46
2142,Tablet,Samsung,4.4,1607.52
2143,Laptop,HP,4.6,1292.39
2144,Smartwatch,Sony,4.6,1159.25
2145,Tablet,Asus,3.7,386.76
2146,Smartwatch,HP,2.1,362.55
2147,Headphone,Apple,1.5,905.57
2148,Camera,Lenovo,4.8,414.71
2149,Camera,Lenovo,3.8,83.97
2150,Tablet,Asus,3.7,82.08
2151,Tablet,HP,3.8,1536.33
2152,Smartphone,HP,1.3,59.16
2153,Smartphone,Sony,4.0,1234.03
2154,Printer,Lenovo,4.5,395.0
2155,Camera,Apple,3.3,1700.45
2156,Monitor,LG,4.7,210.89
2157,Smartphone,Asus,4.4,582.81
2158,Monitor,LG,4.2,1848.74
2159,Laptop,Asus,1.9,388.32
2160,Headphone,HP,1.0,235.2
2161,Headphone,Asus,1.4,773.0
2162,Laptop,Lenovo,4.5,453.06
2163,Printer,LG,2.9,1172.22
2164,Smartphone,Apple,1.0,1849.85
2165,Smartwatch,Lenovo,2.5,1980.26
2166,Tablet,Apple,3.8,1895.73
2167,Tablet,Asus,3.1,1543.2
2168,Laptop,Lenovo,2.5,852.93
2169,Tablet,Apple,1.3,1778.71
2170,Camera,Apple,3.1,669.11
2171,Printer,LG,3.3,1951.58
2172,Camera,Sony,2.9,1776.04
2173,Monitor,Samsung,1.2,289.67
2174,Monitor,Lenovo,1.6,475.12
2175,Headphone,HP,2.7,673.44
2176,Headphone,HP,3.2,1292.61
2177,Printer,HP,1.2,912.05
2178,Laptop,HP,4.2,1740.32
2179,Tablet,Apple,2.7,926.05
2180,Headphone,LG,4.6,513.13
2181,Printer,Samsung,1.4,1244.32
2182,Headphone,Sony,3.2,1044.01
2183,Printer,Dell,2.3,912.56
2184,Laptop,HP,2.1,642.49
2185,Camera,Lenovo,1.5,256.45
2186,Laptop,Dell,4.4,366.44
2187,Camera,Sony,3.1,709.71
2188,Tablet,Dell,3.0,1648.68
2189,Printer,Apple,1.8,780.42
2190,Laptop,Sony,3.2,256.23
2191,Smartphone,Lenovo,2.7,912.3
2192,Camera,HP,1.3,349.71
2193,Tablet,Sony,4.4,1574.67
2194,Camera,Dell,3.7,1950.98
2195,Printer,HP,2.6,1664.49
2196,Camera,LG,1.7,1647.73
2197,Monitor,LG,3.6,1650.17
2198,Monitor,Lenovo,2.8,287.75
2199,Tablet,Lenovo,4.3,1915.53
2200,Laptop,Dell,1.7,1911.87
2201,Headphone,Asus,2.6,1065.5
2202,Smartphone,HP,3.6,282.39
2203,Laptop,HP,4.1,1212.02
2204,Tablet,Asus,3.0,1077.18
2205,Smartwatch,Asus,3.7,385.56
2206,Monitor,Samsung,4.9,1317.9
2207,Laptop,Dell,1.4,475.47
2208,Laptop,Lenovo,4.5,86.75
2209,Monitor,Apple,1.6,1978.05
2210,Monitor,Dell,3.5,1834.57
2211,Laptop,LG,4.0,968.63
2212,Smartphone,Lenovo,1.9,1298.05
2213,Tablet,LG,2.0,784.85
2214,Laptop,Lenovo,1.9,1303.98
2215,Smartphone,Lenovo,2.2,851.57
2216,Laptop,HP,3.9,1289.22
2217,Headphone,LG,4.4,1216.92
2218,Tablet,Asus,1.4,461.82
2219,Laptop,HP,4.1,1934.17
2220,Smartwatch,Apple,2.5,361.68
2221,Camera,HP,2.9,899.38
2222,Tablet,Samsung,4.4,1763.26
2223,Laptop,Sony,3.8,1474.87
2224,Laptop,Asus,1.5,285.43
2225,Camera,LG,1.9,1497.29
2226,Camera,Apple,3.8,1519.78
2227,Printer,Apple,2.5,1557.63
2228,Printer,Dell,1.7,195.3
2229,Monitor,Asus,1.0,145.51
2230,Monitor,Lenovo,3.4,632.78
2231,Smartwatch,Apple,2.2,438.08
2232,Headphone,Samsung,4.5,98.24
2233,Smartwatch,Lenovo,2.3,991.08
2234,Tablet,Apple,4.9,1879.91
2235,Laptop,Sony,1.9,1975.06
2236,Printer,Samsung,1.2,496.37
2237,Tablet,Samsung,3.5,1116.86
2238,Camera,HP,5.0,1057.33
2239,Headphone,HP,1.5,1177.87
2240,Monitor,Sony,3.0,1807.91
2241,Monitor,Samsung,3.8,128.21
2242,Smartphone,Samsung,2.8,749.73
2243,Tablet,Dell,2.9,760.05
2244,Smartphone,Asus,3.5,832.1
2245,Camera,Dell,3.1,1666.95
2246,Smartwatch,Apple,1.2,839.2
2247,Tablet,Sony,1.6,140.3
2248,Smartphone,LG,4.2,619.92
2249,Laptop,LG,1.8,1087.33
2250,Camera,Sony,1.2,767.98
2251,Printer,Dell,1.2,1579.93
2252,Headphone,LG,3.9,276.05
2253,Printer,Dell,2.6,1541.28
2254,Smartwatch,Asus,1.5,888.61
2255,Camera,Apple,2.5,386.72
2256,Smartphone,Sony,4.4,412.34
2257,Monitor,Apple,2.6,1793.42
2258,Smartwatch,Sony,4.5,872.46
2259,Smartphone,Asus,1.2,1059.67
2260,Monitor,Apple,3.1,1747.83
2261,Laptop,LG,2.4,1930.01
2262,Laptop,Sony,2.3,1615.48
2263,Monitor,Apple,1.4,687.94
2264,Monitor,Samsung,2.6,820.82
2265,Headphone,Lenovo,4.4,1302.35
2266,Printer,Samsung,2.8,1242.05
2267,Headphone,Dell,2.3,1341.42
2268,Printer,Apple,2.1,276.06
2269,Smartwatch,Lenovo,3.0,1608.22
2270,Monitor,Sony,2.7,214.91
2271,Smartwatch,Samsung,1.2,1114.89
2272,Camera,Dell,4.9,914.53
2273,Smartphone,Sony,4.4,1313.67
2274,Headphone,LG,2.9,1988.13
2275,Printer,Sony,4.6,1852.33
2276,Monitor,Sony,3.0,593.78
2277,Tablet,Asus,2.9,880.13
2278,Smartphone,Lenovo,1.7,790.57
2279,Headphone,Samsung,1.4,1500.19
2280,Headphone,Samsung,3.4,619.66
2281,Camera,Sony,1.8,776.11
2282,Camera,LG,1.1,868.72
2283,Laptop,Lenovo,4.5,1453.53
2284,Tablet,Apple,4.7,806.52
2285,Smartphone,Dell,1.9,1885.58
2286,Camera,Asus,4.6,557.07
2287,Printer,Dell,4.2,1655.56
2288,Monitor,HP,2.1,327.54
2289,Tablet,Samsung,4.1,692.96
2290,Smartphone,HP,4.6,1368.68
2291,Monitor,Asus,2.7,488.08
2292,Smartphone,LG,1.3,1964.67
2293,Headphone,Samsung,1.8,1674.56
2294,Smartphone,Lenovo,2.3,580.81
2295,Camera,Lenovo,1.5,487.12
2296,Tablet,Dell,2.2,1726.78
2297,Laptop,Lenovo,3.5,559.16
2298,Camera,Samsung,4.3,1090.96
2299,Camera,Asus,1.9,1346.89
2300,Headphone,Asus,4.2,1583.84
2301,Smartphone,Asus,2.1,1021.87
2302,Camera,HP,1.3,247.62
2303,Monitor,Samsung,3.0,1742.89
2304,Smartphone,Asus,1.4,767.34
2305,Smartwatch,Dell,4.1,1301.94
2306,Smartphone,Lenovo,2.3,1648.24
2307,Printer,LG,4.3,855.73
2308,Headphone,LG,3.4,1660.37
2309,Smartwatch,Dell,3.6,465.19
2310,Headphone,Samsung,1.2,833.14
2311,Smartwatch,HP,2.8,666.42
2312,Camera,Asus,2.5,103.7
2313,Printer,LG,4.2,980.71
2314,Smartphone,Apple,1.7,971.95
2315,Monitor,HP,3.0,1691.78
2316,Tablet,Samsung,4.5,1934.76
2317,Smartphone,Samsung,4.7,1437.84
2318,Printer,Samsung,3.2,73.35
2319,Smartphone,Asus,4.5,1857.81
2320,Camera,Apple,1.7,1599.19
2321,Monitor,HP,3.1,1816.51
2322,Printer,Apple,3.0,1679.41
2323,Camera,HP,1.1,277.68
2324,Tablet,Sony,1.6,183.08
2325,Laptop,HP,3.1,1126.85
2326,Monitor,Sony,4.9,828.3
2327,Smartwatch,Lenovo,2.7,1529.47
2328,Tablet,LG,2.4,97.2
2329,Camera,Dell,2.0,947.22
2330,Smartphone,Lenovo,3.5,1564.96
2331,Smartwatch,Asus,4.8,275.38
2332,Tablet,Sony,1.1,665.6
2333,Laptop,Apple,3.5,171.21
2334,Smartwatch,Lenovo,2.6,789.42
2335,Headphone,HP,3.9,1510.23
2336,Smartphone,LG,4.9,1677.84
2337,Smartphone,LG,4.2,469.2
2338,Tablet,HP,2.2,1723.26
2339,Monitor,Sony,1.3,433.97
2340,Smartphone,HP,2.1,1651.02
2341,Monitor,Dell,4.7,1817.19
2342,Smartwatch,LG,2.7,391.92
2343,Headphone,Samsung,4.8,1539.48
2344,Smartwatch,Apple,1.0,504.37
2345,Laptop,LG,4.5,69.19
2346,Smartphone,HP,3.0,1957.43
2347,Printer,Sony,3.0,1509.8
2348,Monitor,Dell,4.7,1934.59
2349,Smartwatch,Dell,1.4,1832.06
2350,Laptop,Lenovo,4.9,1301.21
2351,Camera,Apple,3.5,1613.63
2352,Tablet,Lenovo,2.1,1022.29
2353,Monitor,LG,1.6,1541.1
2354,Headphone,Dell,4.9,1544.03
2355,Headphone,HP,4.4,61.54
2356,Smartphone,Apple,1.3,1201.0
2357,Smartphone,Sony,1.2,1217.33
2358,Camera,Sony,2.4,1285.58
2359,Smartwatch,Asus,4.1,1083.83
2360,Monitor,Lenovo,1.1,1912.55
2361,Laptop,Dell,1.7,1306.61
2362,Smartphone,Apple,1.8,610.35
2363,Headphone,LG,4.3,1436.46
2364,Smartphone,Sony,3.0,541.92
2365,Headphone,Asus,1.9,1685.12
2366,Monitor,Asus,4.5,1976.79
2367,Headphone,HP,3.6,1305.06
2368,Smartwatch,Apple,4.8,291.37
2369,Laptop,Asus,3.6,347.15
2370,Tablet,LG,3.7,1845.54
2371,Smartphone,Lenovo,2.5,1990.99
2372,Headphone,Sony,3.7,1550.21
2373,Tablet,Apple,3.6,1334.1
2374,Laptop,Dell,3.7,862.25
2375,Monitor,Apple,3.4,210.09
2376,Tablet,Sony,2.1,713.97
2377,Printer,LG,1.9,1685.53
2378,Headphone,Samsung,2.3,1927.79
2379,Laptop,Sony,1.7,737.0
2380,Headphone,Asus,2.0,1057.46
2381,Laptop,Asus,1.5,189.8
2382,Headphone,Dell,1.7,1137.35
2383,Camera,Apple,2.0,1571.74
2384,Printer,LG,3.7,1179.08
2385,Laptop,Sony,4.3,721.52
2386,Smartwatch,Samsung,1.0,285.96
2387,Smartwatch,Dell,1.6,1659.32
2388,Smartwatch,HP,1.5,1871.91
2389,Laptop,Asus,1.6,1605.3
2390,Smartphone,Samsung,1.6,619.68
2391,Headphone,HP,1.4,1171.08
2392,Laptop,Lenovo,3.2,1672.7
2393,Monitor,Dell,2.4,938.49
2394,Camera,Sony,3.8,1233.75
2395,Smartphone,Sony,2.0,716.31
2396,Camera,Lenovo,2.5,63.98
2397,Printer,HP,3.9,1659.18
2398,Camera,Lenovo,4.5,1073.78
2399,Monitor,Sony,3.8,319.41
2400,Laptop,Dell,1.5,853.8
2401,Smartphone,Samsung,2.1,1511.73
2402,Printer,Asus,4.6,1970.78
2403,Laptop,Sony,1.2,1942.02
2404,Printer,Asus,1.8,172.04
2405,Printer,Apple,4.9,143.6
2406,Laptop,Dell,2.8,1835.02
2407,Tablet,HP,4.5,1688.17
2408,Smartphone,LG,3.1,1676.05
2409,Monitor,HP,1.3,1542.47
2410,Laptop,Apple,2.5,1028.94
2411,Printer,Apple,3.6,115.05
2412,Laptop,Asus,4.8,469.47
2413,Smartwatch,Asus,4.8,233.94
2414,Headphone,Lenovo,2.7,1096.98
2415,Monitor,Apple,1.2,194.05
2416,Tablet,Lenovo,4.3,1730.98
2417,Smartwatch,Asus,3.8,1908.16
2418,Camera,Apple,2.4,837.15
2419,Camera,LG,3.4,495.62
2420,Monitor,Apple,2.9,1472.27
2421,Smartphone,Dell,2.0,1445.39
2422,Printer,Asus,1.9,1398.42
2423,Headphone,Sony,3.0,807.2
2424,Printer,LG,1.9,962.92
2425,Laptop,Dell,4.2,1831.27
2426,Headphone,LG,2.2,1105.03
2427,Monitor,Lenovo,3.1,1037.92
2428,Printer,Sony,2.8,766.36
2429,Printer,LG,2.4,1388.41
2430,Monitor,LG,3.3,1501.1
2431,Headphone,Asus,2.9,586.8
2432,Monitor,LG,2.6,1021.95
2433,Camera,Samsung,1.5,1054.6
2434,Laptop,HP,1.1,656.98
2435,Smartwatch,Dell,2.6,631.81
2436,Printer,Lenovo,4.0,657.05
2437,Monitor,HP,5.0,143.29
2438,Smartwatch,LG,4.2,1966.82
2439,Printer,LG,1.4,964.23
2440,Laptop,Asus,2.7,640.36
2441,Smartwatch,Apple,1.1,908.5
2442,Smartphone,Lenovo,3.8,634.15
2443,Monitor,Asus,1.4,232.69
2444,Laptop,Lenovo,1.8,527.76
2445,Smartwatch,Apple,3.0,1182.73
2446,Laptop,HP,4.6,207.52
2447,Camera,HP,2.5,222.0
2448,Smartwatch,Apple,2.0,762.69
2449,Monitor,Dell,2.0,618.26
2450,Camera,LG,1.2,1999.33
2451,Headphone,Samsung,4.8,1463.2
2452,Smartphone,Sony,4.9,1039.32
2453,Printer,Sony,3.9,1364.88
2454,Monitor,HP,4.4,1585.55
2455,Laptop,HP,3.7,1836.26
2456,Printer,Dell,5.0,1181.42
2457,Camera,Apple,2.5,804.2
2458,Camera,Lenovo,4.5,1916.96
2459,Headphone,HP,2.2,706.59
2460,Laptop,Apple,3.8,1234.82
2461,Monitor,Asus,2.5,777.28
2462,Headphone,Apple,3.6,1795.15
2463,Headphone,Asus,1.9,1583.33
2464,Smartphone,HP,2.9,936.95
2465,Camera,Samsung,3.9,1852.5
2466,Tablet,Sony,3.9,356.09
2467,Monitor,Apple,4.1,1531.78
2468,Tablet,Asus,4.5,367.2
2469,Tablet,Dell,1.9,1071.15
2470,Headphone,HP,2.5,1058.46
2471,Headphone,Dell,4.1,702.74
2472,Printer,Samsung,4.3,712.33
2473,Laptop,Apple,3.6,1795.9
2474,Smartphone,Samsung,3.9,151.78
2475,Smartwatch,Samsung,4.1,281.83
2476,Laptop,Dell,4.8,1827.8
2477,Smartwatch,Dell,1.4,570.94
2478,Tablet,Lenovo,1.7,1839.84
2479,Camera,Apple,2.5,996.24
2480,Tablet,Asus,1.6,210.24
2481,Tablet,LG,3.1,480.58
2482,Camera,Lenovo,4.6,1411.15
2483,Tablet,HP,1.3,355.82
2484,Smartphone,Sony,3.2,1742.92
2485,Smartwatch,Samsung,3.4,1612.77
2486,Camera,Dell,1.7,745.86
2487,Monitor,HP,2.0,415.54
2488,Camera,HP,1.5,1748.37
2489,Tablet,Lenovo,1.1,588.67
2490,Smartphone,Lenovo,5.0,1950.0
2491,Laptop,Apple,1.0,78.09
2492,Smartphone,LG,2.0,1484.97
2493,Camera,Lenovo,4.1,297.2
2494,Laptop,HP,4.5,780.3
2495,Smartwatch,HP,4.9,585.87
2496,Printer,Asus,4.5,1539.48
2497,Camera,Dell,3.9,841.65
2498,Smartwatch,Lenovo,1.1,1400.47
2499,Headphone,Samsung,1.2,1924.09
2500,Smartphone,Dell,2.1,1668.67
2501,Headphone,LG,3.2,1303.05
2502,Tablet,Lenovo,4.6,651.06
2503,Headphone,Dell,1.0,1977.89
2504,Headphone,Samsung,3.3,253.09
2505,Printer,Apple,2.4,991.03
2506,Smartphone,Apple,3.8,1791.33
2507,Printer,Apple,4.2,412.64
2508,Smartwatch,Dell,1.6,1591.59
2509,Smartwatch,Asus,2.4,1691.66
2510,Laptop,Samsung,1.5,379.24
2511,Smartphone,LG,3.4,1979.31
2512,Printer,Apple,4.3,719.44
2513,Smartwatch,Lenovo,3.9,912.75
2514,Camera,Apple,4.6,1202.17
2515,Smartwatch,HP,4.4,1664.43
2516,Monitor,Dell,3.6,876.3
2517,Tablet,Dell,1.7,1308.37
2518,Monitor,Sony,2.0,383.3
2519,Laptop,Sony,3.7,1933.72
2520,Laptop,Samsung,4.8,424.86
2521,Camera,HP,3.4,381.32
2522,Smartwatch,Sony,1.6,419.64
2523,Headphone,Sony,2.4,1096.68
2524,Tablet,Dell,2.2,1471.83
2525,Laptop,Lenovo,4.5,1021.85
2526,Smartwatch,HP,4.9,1303.35
2527,Headphone,Apple,4.3,1778.78
2528,Laptop,Asus,1.7,77.09
2529,Camera,Asus,4.1,731.93
2530,Smartphone,Apple,1.4,1257.75
2531,Smartphone,HP,4.7,1930.91
2532,Headphone,Apple,3.2,1691.25
2533,Smartwatch,LG,3.4,1174.99
2534,Smartphone,Asus,2.2,1474.17
2535,Headphone,HP,4.1,1190.77
2536,Monitor,Asus,1.4,695.45
2537,Tablet,Apple,1.5,603.17
2538,Laptop,HP,3.4,1209.23
2539,Tablet,LG,2.3,765.85
2540,Laptop,Asus,3.4,298.15
2541,Smartphone,Lenovo,2.3,1482.39
2542,Smartphone,Sony,3.9,1105.65
2543,Laptop,HP,4.8,865.41
2544,Camera,Lenovo,3.9,625.18
2545,Camera,HP,2.8,1119.33
2546,Smartwatch,Samsung,4.5,1879.15
2547,Tablet,Sony,2.7,1629.77
2548,Camera,HP,1.7,1895.45
2549,Headphone,Apple,2.7,1832.83
2550,Smartwatch,LG,4.8,644.97
2551,Laptop,Apple,1.1,966.88
2552,Headphone,Asus,1.6,559.4
2553,Smartwatch,Dell,2.8,1190.78
2554,Headphone,Lenovo,3.6,769.76
2555,Smartwatch,Lenovo,2.3,1491.73
2556,Smartphone,Dell,2.1,1332.2
2557,Laptop,LG,3.1,1954.6
2558,Monitor,Samsung,2.6,312.95
2559,Smartphone,Lenovo,3.9,604.9
2560,Laptop,Apple,3.4,1779.08
2561,Tablet,Lenovo,2.8,744.94
2562,Tablet,HP,3.9,324.85
2563,Printer,Apple,1.5,1340.1
2564,Laptop,HP,3.9,1911.26
2565,Monitor,Lenovo,3.6,1028.76
2566,Tablet,Dell,3.2,1548.6
2567,Smartphone,Asus,4.9,1661.84
2568,Camera,Lenovo,1.8,957.69
2569,Camera,Dell,3.1,1664.64
2570,Laptop,Apple,3.8,1102.09
2571,Monitor,Apple,2.9,138.42
2572,Laptop,Apple,3.4,1031.8
2573,Smartwatch,Samsung,4.2,1175.52
2574,Smartphone,Asus,3.9,679.51
2575,Camera,HP,3.6,323.34
2576,Tablet,Samsung,2.3,459.04
2577,Smartphone,Lenovo,1.3,1338.62
2578,Smartphone,Sony,4.5,1380.78
2579,Laptop,Asus,3.5,546.95
2580,Laptop,Samsung,2.5,994.09
2581,Smartwatch,Sony,1.1,1064.63
2582,Tablet,Sony,1.0,464.26
2583,Monitor,LG,3.2,1156.75
2584,Headphone,Sony,4.9,1191.39
2585,Laptop,Sony,2.4,1614.68
2586,Camera,Asus,3.8,965.57
2587,Camera,Sony,4.1,165.89
2588,Monitor,LG,4.3,1125.53
2589,Smartphone,Lenovo,3.8,539.71
2590,Headphone,Asus,2.5,1763.87
2591,Printer,HP,2.8,434.35
2592,Printer,Asus,3.5,539.37
2593,Tablet,Dell,4.1,874.55
2594,Tablet,Samsung,4.5,1119.3
2595,Headphone,Asus,2.0,1398.95
2596,Laptop,HP,4.3,936.99
2597,Camera,Apple,2.5,867.71
2598,Camera,Asus,2.5,532.75
2599,Tablet,Apple,2.0,1825.64
2600,Smartphone,HP,1.3,472.47
2601,Laptop,LG,2.4,1946.1
2602,Smartphone,Lenovo,1.0,393.75
2603,Smartphone,Apple,2.6,1398.76
2604,Smartphone,Lenovo,5.0,613.91
2605,Monitor,LG,3.1,1589.47
2606,Camera,Dell,4.1,1677.77
2607,Tablet,Lenovo,2.0,1930.54
2608,Laptop,Sony,1.3,595.92
2609,Monitor,Dell,3.4,792.87
2610,Smartwatch,Samsung,2.4,1413.04
2611,Printer,Lenovo,1.3,493.35
2612,Printer,Apple,4.3,1910.53
2613,Printer,Dell,4.0,1402.43
2614,Laptop,LG,3.7,627.68
2615,Tablet,Sony,4.9,1160.3
2616,Tablet,Apple,4.7,811.72
2617,Headphone,Apple,2.7,66.08
2618,Smartwatch,Sony,3.6,1305.83
2619,Smartwatch,Asus,3.2,1486.16
2620,Laptop,LG,2.9,1599.88
2621,Laptop,Samsung,2.8,1361.17
2622,Smartphone,Asus,2.5,619.45
2623,Laptop,HP,1.9,1617.67
2624,Laptop,Sony,4.9,202.38
2625,Camera,Samsung,3.0,1057.26
2626,Camera,Samsung,1.2,1618.07
2627,Laptop,Apple,2.6,170.15
2628,Laptop,HP,4.8,1058.57
2629,Laptop,Asus,2.7,1932.14
2630,Printer,Apple,3.8,744.08
2631,Printer,LG,4.8,1928.28
2632,Printer,Asus,2.1,1914.59
2633,Laptop,Asus,2.1,1605.72
2634,Camera,HP,2.2,1071.88
2635,Headphone,Samsung,2.8,841.62
2636,Monitor,Sony,4.8,669.61
2637,Printer,Dell,1.5,1824.3
2638,Tablet,Apple,3.9,726.2
2639,Printer,LG,2.2,616.06
2640,Headphone,Asus,2.3,1700.68
2641,Tablet,Lenovo,4.3,737.4
2642,Smartphone,Asus,4.7,793.81
2643,Laptop,Samsung,4.6,202.01
2644,Smartphone,Samsung,2.4,1814.94
2645,Laptop,Dell,3.4,1705.27
2646,Camera,Asus,3.8,1371.12
2647,Monitor,Apple,4.8,957.74
2648,Headphone,Sony,1.1,64.26
2649,Headphone,Apple,1.2,1874.38
2650,Headphone,Asus,2.8,1713.84
2651,Camera,Lenovo,2.7,756.4
2652,Printer,Dell,4.3,906.06
2653,Headphone,LG,2.9,386.47
2654,Monitor,Apple,2.9,648.19
2655,Monitor,Samsung,3.6,1085.88
2656,Smartphone,Asus,3.0,450.53
2657,Smartwatch,Dell,4.5,1295.9
2658,Tablet,Dell,1.4,1604.24
2659,Laptop,Dell,2.0,995.7
2660,Laptop,Sony,3.0,1797.4
2661,Monitor,Asus,2.8,702.35
2662,Camera,Asus,2.0,1305.57
2663,Printer,LG,3.0,1808.01
2664,Printer,Lenovo,1.2,1701.92
2665,Headphone,Lenovo,1.9,1186.87
2666,Monitor,Dell,2.1,445.06
2667,Camera,LG,3.8,1805.76
2668,Smartwatch,Samsung,1.1,1639.38
2669,Printer,Lenovo,1.6,833.82
2670,Tablet,Samsung,3.7,785.51
2671,Smartphone,HP,3.3,804.15
2672,Printer,Lenovo,4.4,1209.42
2673,Smartwatch,Apple,2.4,888.37
2674,Smartwatch,Samsung,1.1,1268.47
2675,Smartphone,Asus,4.2,283.6
2676,Headphone,Asus,2.4,418.56
2677,Monitor,HP,2.7,899.6
2678,Laptop,HP,3.8,903.58
2679,Printer,Dell,2.9,1163.97
2680,Smartwatch,Dell,2.3,317.39
2681,Monitor,Sony,2.7,545.56
2682,Laptop,Dell,4.8,1404.84
2683,Monitor,Samsung,1.5,430.63
2684,Camera,Lenovo,1.6,647.44
2685,Tablet,Samsung,1.8,1727.69
2686,Printer,Dell,4.7,863.5
2687,Smartphone,Sony,3.5,1787.03
2688,Smartwatch,Dell,2.9,551.57
2689,Laptop,Asus,1.9,431.45
2690,Camera,Sony,1.9,1562.15
2691,Camera,Asus,4.4,837.52
2692,Printer,Asus,3.1,1077.57
2693,Tablet,Dell,2.4,1664.07
2694,Headphone,Apple,4.8,1952.24
2695,Printer,HP,4.3,1233.07
2696,Monitor,Samsung,4.2,746.91
2697,Tablet,Dell,4.1,1389.95
2698,Laptop,Asus,4.6,1604.95
2699,Tablet,Lenovo,2.3,1320.73
2700,Printer,Samsung,1.7,1537.31
2701,Printer,Asus,4.4,658.02
2702,Smartphone,Apple,3.9,318.46
2703,Laptop,Lenovo,4.1,539.73
2704,Printer,Asus,3.1,490.81
2705,Camera,Sony,1.2,1506.79
2706,Laptop,Lenovo,2.2,580.11
2707,Smartwatch,Sony,3.8,391.07
2708,Monitor,HP,4.8,1282.8
2709,Smartphone,Dell,2.4,1106.7
2710,Smartphone,Apple,4.4,1149.61
2711,Headphone,LG,1.9,1424.32
2712,Laptop,Samsung,1.9,1659.33
2713,Printer,Sony,4.4,1817.8
2714,Monitor,Lenovo,2.7,589.94
2715,Printer,Sony,1.5,1772.39
2716,Camera,Lenovo,4.3,747.59
2717,Printer,Dell,4.6,285.86
2718,Smartphone,Apple,4.8,1472.06
2719,Laptop,Apple,1.7,662.35
2720,Laptop,HP,3.5,988.27
2721,Monitor,Dell,2.7,376.78
2722,Laptop,Sony,2.6,379.92
2723,Camera,HP,2.7,1130.88
2724,Smartphone,Asus,2.8,271.95
2725,Headphone,Asus,4.7,1155.45
2726,Smartphone,Samsung,4.4,982.18
2727,Laptop,Lenovo,1.5,1187.72
2728,Headphone,Asus,4.1,832.12
2729,Camera,HP,3.0,1514.55
2730,Laptop,Sony,4.7,1424.66
2731,Laptop,Dell,1.7,1922.02
2732,Smartphone,Sony,1.4,1958.9
2733,Tablet,Apple,4.4,1469.99
2734,Smartwatch,Sony,4.7,372.49
2735,Smartphone,HP,3.7,372.82
